10.2307_101261.txt,"An Account of Some Observations Made by Mr. Samuel Colepresse at and Nigh Plimouth, An. 1667. by Way of Answer to Some of the Quaeries Concerning Tides, Propos'd Numb. 17. and 18",1668,Samuel Colepresse
10.2307_105565.txt,"A Demonstration of the Second Rule in the Essay towards the Solution of a Problem in the Doctrine of Chances, Published in the Philosophical Transactions, Vol. LIII. Communicated by the Rev. Mr. Richard Price, in a Letter to Mr. John Canton, M. A. F. R. S.",1764,Richard Price
10.2307_103842.txt,"A Spirit Level to Be Fixed to a Quadrant for Taking a Meridional Altitude at Sea, When the Horizon is Not Visible. By John Hadley, Esq; V. Pr. R. S.",1733,John Hadley
10.2307_102925.txt,"An Account of a Book, viz.",1704,David Gregory
10.2307_106296.txt,"Experiments on Ignited Bodies. By John Roebuck, M. D. F. R. S.",1776,John Roebuck
10.2307_104921.txt,"A Letter to the Right Honourable the Earl of Macclesfield, President of the Royal Society, concerning the Method of Constructing a Table for the Probabilities of Life at London, from the Reverend William Brakenridge, D. D. and F. R. S.",1755,William Brakenridge
10.2307_105835.txt,"An Account of an Observation of the Transit of Venus, Made at Isle Coudre Near Quebec. In a Letter to the Reverend Nevil Maskelyne, Astronomer Royal, from Mr. Thomas Wright, Deputy Surveyor of the Northern District of America",1769,Thomas Wright
10.2307_105509.txt,"Abstract of a Journal of the Weather in Quebec, between the 1st of April 1765, and 30th of April 1766. By Cap. Alex. Rose, of the 52d Regiment; Communicated by the Rev. P. Murdoch, D. D. F. R. S.",1766,Alexander P. Rose Murdoch
10.2307_108338.txt,"Microscopic Observations on the So-Called Vesicular Vapours of Water, as Existing in the Vapours of Steam, and in Clouds, &c",1847,A. Waller
10.2307_102527.txt,"Extract of the Minutes of the Philosophical Society at Oxford, March 18. 1683/4 Concerning Irish Slat",1698,
10.2307_101875.txt,Accounts of Books,1686,Mallement D. Voiage de Messange Cluverius de Siam
10.2307_104287.txt,"An Account of a Luminous Appearance in the Sky, Seen at London on Thursday March 13. 1734-5. by John Bevis, M. D.",1739,John Bevis
10.2307_103110.txt,"An Anatomical Description of the Heart of Land Tortoises from America. By Mr. Paul Bussiere, Surgeon, F. R. S.",1710,Paul Bussiere
10.2307_108137.txt,"Meteorological Journal, Kept by the Assistant Secretary, at the Apartments of the Royal Society, by Order of the President and Council",1835,
10.2307_107162.txt,"An Investigation of All the Changes of the Variable Star in Sobieski's Shield, from Five Year's Observations, Exhibiting Its Proportional Illuminated Parts, and Its Irregularities of Rotation; With Conjectures Respecting Unenlightened Heavenly Bodies",1805,Edward Pigott
10.2307_103285.txt,"An Account of an Experiment, Touching an Attempt to Produce Light on the Inside of a Globe-Glass Lin'd with Melted Flowers of Sulphur, as in the Experiments of Sealing-Wax and Pitch. By Mr. Fr. Hauksbee, F. R. S.",1708,
10.2307_101350.txt,"A Description of the Uses of a Certain Powder for Yielding Very Smooth and Close Mettal, and of Easter Carriage, &c",1673,
10.2307_107750.txt,On the Fossil Elk of Ireland,1825,Thomas Weaver
10.2307_106892.txt,"An Account of a Method of Measuring the Comparative Intensities of the Light Emitted by Luminous Bodies. By Lieutenant-General Sir Benjamin Thompson, Count of Rumford, F. R. S. In Two Letters to Sir Joseph Banks, Bart. P. R. S.",1794,Benjamin Thompson
10.2307_105017.txt,"A General Method for Exhibiting the Value of an Algebraic Expression Involving Several Radical Quantities in an Infinite Series: Wherein Sir Isaac Newton's Theorem for Involving a Binomial, with Another of the Same Author, Relating to the Roots of Equations, are Demonstrated. By T. Simpson F. R. S.",1751,T. Simpson
10.2307_106349.txt,"On the Use of an Amalgam of Zinc, for the Purpose of Electrical Excitation, &c. By Bryant Higgins, M. D. in a Letter to Richard Brocklesby, M. D. F. R. S.",1778,Bryant Higgins
10.2307_106607.txt,"Sur un Moyen de Donner la Direction aux Machines Aerostatiques. Par M. Le Comte De Galvez. Communicated by Sir Joseph Banks, Bart. P. R. S.",1784,Joseph Banks
10.2307_103312.txt,"Solutio Problematis à Domno G. G. Leibnitio, Geometris Anglis Nuper Propositi. Per Brook Taylor, LL. D. & R. S. Secr.",1717,G. G. Brook Leibnitio Taylor
10.2307_106347.txt,"Reasons for Dissenting from the Report of the Committee Appointed to Consider of Mr. Wilson's Experiments; Including Remarks on Some Experiments Exhibited by Mr. Nairne. By Dr. Musgrave, F. R. S.",1778,
10.2307_101344.txt,"An Observation, Made by the Same Mr. Templer upon the Motion of the Hearts of Two Urchius, after Their Being Cut Out",1673,John Templer
10.2307_106441.txt,Errata,1779,
10.2307_101172.txt,"A Relation Sent Novemb. 16. 1674. from a Very Credible and Ingenious Person, Mr. Samuel du Gard, Rector of Forton in Shropshire, to Dr. Ra. Bathurst Vice-Chancellor of the University of Oxford, and by Him Communicated to a Friend of His in London; Concerning a Strange Kind of Bleeding in a Little Child",1674,Samuel du Gard
10.2307_101855.txt,Erratum,1686,
10.2307_108841.txt,"""A Supplement to Two Papers Published in the Transactions of the Royal Society, """"On the Science Connected with Human Mortality;"""" The One Published in 1820, and the Other in 1825 """,1862,Benjamin Gompertz
10.2307_102959.txt,"A Letter from Mr Antony Van Leuwenhoek, F. R. S. Concerning Some Fossils of Swisserland, etc",1704,Antony van Leuwenhoek
10.2307_108570.txt,On the Change of Refrangibility of Light.--No. II,1853,G. G. Stokes
10.2307_106522.txt,"Extract of Two Meteorological Journals of the Weather Observed at Nain in 57<sup>⚬</sup> North Latitude, and at Okak in 57<sup>⚬</sup> 20<sup>′</sup> North Latitude, Both on the Coast of Labradore. Communicated by Mr. De La Trobe",1781,De la Trobe
10.2307_101099.txt,Errata,1671,
10.2307_103759.txt,Nobilissimi Viri Adami Leyel Reg. Colleg. Metallici Assessoris Narratio Accurata de Cadavere Humano in Fodina Cuprimontana Ante Duos Annos Reperto. Ex Actis Literariis Sueciae. Ann. 1722. Trimest. I,1724,Cadavere Adami Humano Leyel
10.2307_102022.txt,Back Matter,1693,
10.2307_105216.txt,"Extract of a Letter from Camillo Paderni, Keeper of the Herculaneum Museum, to Thomas Hollis, Esq; Relating to the Late Discoveries at Herculaneum",1753,Camillo Paderni
10.2307_105280.txt,"Remarks upon the Letter of Mr. John Ellis, F. R. S. to Philip Carteret Webb, Esq; F. R. S. Printed in the Philosophical Transactions, Vol. xlix. Part ii. p. 806. By Mr. Philip Miller, F. R. S.",1757,John Philip Ellis Miller
10.2307_104665.txt,"An Extraordinary Case of a Fracture of the Arm; Communicated by Mr. John Freke, F. R. S. Surgeon to St. Bartholomew's Hospital",1749,John Freke
10.2307_107863.txt,The Croonian Lecture for 1826,1827,Everard Home
10.2307_105464.txt,"Extracts of Three Letters of Sir F. H. Eyles Stiles, F. R. S. to Daniel Wray, Esq; F. R. S. concerning Some New Microscopes Made at Naples, and Their Use in Viewing the Smallest Objects",1765,
10.2307_102799.txt,"Part of a Letter from Mr Stephen Gray to the Publisher, containing His Observations on the Fossils of Reculver Clisfe,and a New Way of Drawing the Meridian Line, With a Note on This Letter by the Publisher",1700,Stephen Gray
10.2307_106304.txt,"Observations Made during the Late Frost at North-Hampton. By A. Fothergill, M. D. Communicated by William Henley, F. R. S.",1776,A. William Fothergill Henley
10.2307_102679.txt,"Pars Epistolae a Cl. D. Joh. Jac. Scheuchzer, M. D. Tigur. & Societat. Reg. Lond. Soc. ad D. Jacobum Petiver, Dictae Societ. Soc. de Eclipsi Solis Totali Die 12 degrees. Maij Tiguri Observata",1706,
10.2307_103966.txt,"The Apparent Times of Such of the Immersions and Emersions of Jupiter's Satellites, as are Visible at London, in the Year 1736. Together with Their Configurations at Those Times Represented in a Plate (vide TAB.) by the Same",1735,James Hodgson
10.2307_106665.txt,"On the Georgian Planet and Its Satellites. By William Herschel, LL.D. F. R. S.",1788,William Herschel
10.2307_102854.txt,An Account of a Book,1702,Edmund Dickenson
10.2307_106074.txt,"Description of a Bird from the East Indies; In a Letter to James West, Esq; President of the Royal Society; From Mr. George Edwards, F. R. S.",1771,George Edwards
10.2307_101347.txt,"An Extract of Mr. Flamsteads Letter of April. 19. 1673. Containing Some More Accurate Observations of His Own, about Jupiter's Transets Near Some Fixed Stars; Useful for Determining the Inclination of That Planet to the Ecliptique",1673,
10.2307_107043.txt,"The Croonian Lecture. On the Structure and Uses of the Membrana Tympani of the Ear. By Everard Home, Esq. F. R. S.",1800,Everard Home
10.2307_103344.txt,Nova Methodus Universalis Curvas Omnes Cujuscunque Ordinis Mechanicae Describendi Sola Datorum Angulorum & Rectarum Ope. Per Colin Maclaurin in Collegio Novo Abredonensi Matheseos Professore,1717,Colin Maclaurin
10.2307_108415.txt,Researches into the Structure of the Spinal Chord,1851,J. Lockhart Clarke
10.2307_106221.txt,Errata,1775,
10.2307_103548.txt,"Memoirs Communicated by Mons. Garcin to Mons. St. Hyacinthe, F. R. S. Containing a Description of a New Family of Plants Called Oxyoïdes; Some Remarks on the Family of Plants Called Musa; And a Description of the Hirudinella Marina, or Sea Leäch. Translated from the French, by Mr. John Martyn, F. R. S.",1729,Mons John Garcin Martyn
10.2307_107249.txt,"Errata: Hydraulic Investigations, Subservient to an Intended  Croonian Lecture on the Motion of the Blood",1809,
10.2307_108858.txt,Experimental Researches on the Transmission of Electric Signals Through Submarine Cables.--Part I. Laws of Transmission through Various Lengths of One Cable,1862,Fleeming Jenkin
10.2307_103757.txt,"An Account of an Extraordinary Cure by Sweating in Hot Turff; With a Description of the Indian Hot-Houses; By the Honourable Paul Dudley, Esq; F. R. S.",1724,Paul Dudley
10.2307_107159.txt,An Essay on the Cohesion of Fluids,1805,Thomas Young
10.2307_106830.txt,"Experiments on the Analysis of the Heavy Inflammable Air. By William Austin, M. D. Fellow of the College of Physicians; Communicated by Charles Blagden, M. D. Sec. R. S.",1790,William Charles Austin Blagden
10.2307_106451.txt,"An Experiment Proposed for Determining, by the Aberration of the Fixed Stars, Whether the Rays of Light, in Pervading Different Media, Change Their Velocity according to the Law Which Results from Sir Isaac Newton's Ideas concerning the Cause of Refraction; And for Ascertaining Their Velocity in Every Medium Whose Refractive Density is Known. By Patrick Wilson, A. M. Assistant to Alexander Wilson, M. D. Professor of Practical Astronomy in the University of Glasgow; Communicated by the Rev. Nevil Maskelyne, D. D. F. R. S. Astronomer Royal",1782,Isaac Patrick Nevil Newton Wilson Maskelyne
10.2307_102663.txt,Back Matter,1699,
10.2307_108972.txt,Account of Experiments on Torsion and Flexure for the Determination of Rigidities,1867,Joseph D. Everett
10.2307_104089.txt,"An Account of What Appeared Most Remarkable on Opening the Body of Ann Edwards, Who Died January 5th, 1729/30 Having a Large Umbelical Rupture. Communicated to the Society by John Ranby, Esq; Surgeon to His Majesty's Houshold, and F. R. S.",1731,John Ranby
